tag	consumer_complaint_narrative
undetermined	ない
comment	コーヒーが25時間無料で宿泊者には提供されること
complaint	洗顔料や化粧水などがあったらよかった
comment	夜4時頃まで上の階か隣かよくわかりませんが、何をしてるのかと思うほどのドンドンという音が何度も聞こえ驚きました
comment	部屋が良かった
complaint	ホテル側しか設定できないってどうなんでしょう
comment	ベッドが良かった
comment	しかも特定の人だけ
complaint	お水が少し美味しくなかったです
complaint	前はこんなに重くなかったし、画質も悪くなかったのに
complaint	部屋のに入室して電気をつけるたびにテレビがついていちいち消すのが面倒でした
complaint	確かに㎡で言ったら狭いのでしょうが、日本人ってすごいなと思うほど、機能的に美しくデザインされているので、狭さは全く感じませんでした
comment	確かに㎡で言ったら狭いのでしょうが、日本人ってすごいなと思うほど、機能的に美しくデザインされているので、狭さは全く感じませんでした
complaint	入浴剤が今ひとつ香りが薄く、物足りない
comment	写真以外にベッドルームがもう一部屋あります
comment	ホテル側の都合でお部屋がアップグレードされていたので、部屋がめちゃ広かった
complaint	リーズナブルなお店があると、もっといい
complaint	朝食が美味しくなくてとても残念でした
comment	今回は一人で泊まりましたが、タオルセットが色を変えて３セットあり、二人で宿泊しても他人のタオルを使用せずにすむ
complaint	あと、コメント制限いらないです、
comment	ロケーションが良い
comment	接客がとても行き届いて良かったです
comment	交通の便がよかった
comment	石垣島でのホテル聞かれたらここをおすすめしています
comment	一泊しました
comment	3回目の宿泊で、朝食付きの部屋にしました
complaint	随分前の『いいね』の知らせが来るから意味がない
comment	3回目の利用になりますが、いつも最高のおもてなしを提供してくださいます
comment	景色やファシリティー等 素晴らしかった
complaint	チェックインで時間がかかりすぎ、この金額では、施設、サービスは普通の程度
complaint	本当に迷惑
undetermined	正直無い
bug	この前の更新以降、投稿の時間の順番がぐちゃぐちゃになりました
bug	フィードをリフレッシュできませんでした
complaint	夜の空調が少し乾燥気味かつ肌寒かったように思います
comment	ホスピタリティに関しては全般的に良く、特に朝食ブュッフェの男性の係りの方はとてもにこやかに対応していました
complaint	無料珈琲を注文の際、男性店員がメニューを投げる感じで目の前に置かれ嫌だった
complaint	スタッフがすくない様な気がしたけど価格の所為かな
complaint	バスタブが無いのもマイナス
comment	部屋が綺麗だった
comment	堅苦しすぎないが特別な感じがするほど良さ
comment	新しいホテルではありませんがロビーは綺麗にしてあり飲み物が飲めたりパソコンに印刷プリントもできます
bug	アプリ自体が開けない(問題外) もしバグだったら改善して欲しい…
complaint	アプリ自体が開けない(問題外) もしバグだったら改善して欲しい…
comment	お部屋もキレイで無駄のない造り、それでいてヒルトンの格調を感じられます
comment	駅から近くてよかった
comment	スタッフの応対はベストであったネパール人、仙台出身者すべてGOOD
complaint	最新のが上に来なくなって困ります
complaint	何故
complaint	友達のタイムラインが見つけづらい
comment	LINEよりも軽快に動作、すっきりとした作りで好感が持てる
complaint	壁が薄いのかぶつかる音が気になった
request	化粧落としが欲しかった
comment	お風呂が広かった
comment	ベッドの寝心地がいい
complaint	非表示にするつもりは無いのですか
complaint	桜の時期だったこともあり、高かったです
comment	まず県庁前駅に近くレンタカー使用しなかったがモノレールにすぐ乗れ国際通りは出て右がそうだし、バスツアー参加も便利でした
complaint	バスルームのシャワーの仕様がいささか分かりにくく、冷水を浴びてしまって驚きました
comment	バスルームのシャワーの仕様がいささか分かりにくく、冷水を浴びてしまって驚きました
comment	2泊だけしましたがホテル中の環境は最高でした
comment	ホテルの良し悪しは何か問題が起こった時に非常によくわかると思います
comment	オフ会で友人4人の宿泊をかわりに予約したので、聞いた話ですが、満足してくれたようです
complaint	せっかく安く買えても、日本に届くまでの送料が凄いので、購入を諦めざるを得ない
request	早めの改善をお願いします
complaint	早めの改善をお願いします
comment	お部屋が広くて机もあり、とても使いやすかったです
comment	プールからみる景色も最高
complaint	デザインが素敵な分、少し戸惑いました
complaint	改善お願いします
comment	トイレとバスルームが独立していて、便利
comment	部屋が広い
comment	机に月桂樹のお守りが置いてあり、心遣いが嬉しかったです
complaint	急いでるときにこうなると、イライラしたりするので早めに直してくれれば星5ですAndroidバージョンは、4,4.3です早めに直してくれるでしょうか
request	お茶・紅茶のティーバッグが、もう少し良いものを準備しておいて頂けるといいですし、コーヒーもあると嬉しいです
comment	大浴場で、ゆったりできた
complaint	多量に広告のせないと運営できないんですか
complaint	Wifiが遅い
undetermined	送っても戻しても同じ
comment	レンタルサイクルが2時間無料(保証金が２台千円自転車を返したら返ってくる)なので、繁華街にも、楽に行けます
undetermined	通話品質もストレスあるようなものでもありません
comment	次回も沖縄に来た時は必ず宿泊させて頂きます
complaint	服をかけることも、仕舞うこともできない
bug	更新してからというもの→アンインストール→再インストールしないと投稿できなくなりました
comment	ベッドがとても広いです
complaint	足拭きマットが、私の部屋に置いてなかった、タオルを使いました
comment	無料は表向きだけ
comment	楽しかった
comment	設備もとても綺麗ですし、また利用したいです
comment	高級感ありましたスタッフが感じよくて嬉しかったです
comment	スタッフやゲストの外国人比率が高いと思いました
complaint	何でもカードに少し戸惑いを
comment	スタッフの対応繁華街、駅が近い
request	公開、非公開をpostしたものによっては変更出来るようにして欲しいかな
request	無料スタンプを多くして欲しい
complaint	ずっと待っているが全然解消されない
complaint	大浴場が小さくて、洗い場やお風呂に入るのにすこし窮屈
complaint	ホテルがわかりずらかった
complaint	チェックインしてからエレベーターンにカードを差して使う事が分からずに手こずった
comment	その際のスタッフの方が表情は柔らかく緊張感を与えずともビシッと清潔感のある方で、とても好感的でした
comment	客室についている露天風呂から飛行機が見え、それもまた珍しく楽しかったです
complaint	ちゃんと区別して下さい
comment	コスパが良い
comment	ありがとうございました
comment	過剰なサービスではなく、客の希望のサービスを提供してくれるホテルですね
comment	周りの同じクラスのホテルが２万前後でもその半額程度の時が多く、とてもリーズナブル
complaint	アプリ更新しても何も変わらない
comment	ホテルの乾燥がつらいときがあるのですが、加湿器もあることに感心しました
comment	スタッフも親切
complaint	クレジットに有効期限が付いてガッカリです
complaint	洗濯、乾燥の時間が長くかかりすぎる
comment	部屋が独創的でお洒落
complaint	パジャマがセッティングされてなかった
comment	ビーチも綺麗で、ホテルも綺麗で、朝食も美味しかった
comment	友人と3泊で宿泊
bug	ステータスバーの通知が見れない(設定でオンにしていても)
comment	トークのバックアップも一括でgoogle driveにできたりと、機種交換も面倒がない
comment	新しいホテルだそう
complaint	ディナーを食べに行ったが、サービススタッフが今ひとつでした
comment	ユーザー全体の質が上がるのは難しいから、せめてLINEには他ツール並になってもらいたい
comment	ホテルへ続く樹木もよく整備されていて南国の雰囲気が楽しめます
comment	部屋がきれい、パジャマがおしゃれ
comment	外国人宿泊客も多いみたいだから、彼らは特に和食が食べたいだろうと思う
comment	部屋に持ち込んが嬉しい
complaint	シャワーのお湯がなかなか出ない
comment	綺麗
complaint	エアコンの設定温度を上げると嫌な臭いがして、下げると寒かったのでそこだけ残念でした
request	・インターフェイスを日本語化して欲しい
complaint	駐車場がない　せめて提携駐車場をつくって欲しい
request	駐車場がない　せめて提携駐車場をつくって欲しい
complaint	その点が、チョット残念でした
comment	窓を開けたら目の前がサンセットでとーっても素敵n波の音もすごく近くて癒されました
comment	それ以外は素晴らしい
complaint	部屋が狭い照明の明るさ調節が出来なかった
complaint	一年前くらいまでは使いやすかったのですが………その頃のようにして欲しいです
request	一年前くらいまでは使いやすかったのですが………その頃のようにして欲しいです
complaint	今まで使えていたのに急に使えなくて困っています
complaint	雨が降っていたためタクシーに乗ったら方向がちがうといっても遠回りされた
comment	価格が安かったのでこちらに一泊しました
comment	チェックインからチェックアウトまで、滞在期間中のもてなしは、しっかりと教育されたスタッフの元に、安心か快適な滞在を助長してくれました
comment	音質はいいが、LINEより音量が小さくて音が聞き取れないことも多い
complaint	音質はいいが、LINEより音量が小さくて音が聞き取れないことも多い
comment	3000円以上で4割でした
comment	京都駅から近い
comment	タバコ臭さも全くありませんでした
undetermined	禁煙
comment	本当に感心しました
complaint	タイムラインの意味のわからない
comment	また慣れてないですが、素敵な思い出に残る写真を沢山残して繋がる世界中の皆さんとInstagramで楽しく過ごします
complaint	エレベーターなかなか来ない(朝)
comment	繁華街しては静かだった、食事良かったです、
comment	以前かりゆしの方に泊った時にいいなぁと思っていたら、いいプランがあったので即予約して家族７人で遊びにいきました
request	バスタオルやフェイスタオルの他に、ハンドタオルがあるとよい
undetermined	最後は外人宿泊客が多かったこと
complaint	インストールし直したり何度ためしてもダメ
complaint	価格が安ければ申し分ありません
comment	アメニティも充実しています
comment	しいて言うならもう少し広ければなお嬉しいかも
comment	妊娠中の妻と3歳になる娘と滞在しました
comment	新宿御苑を臨めることと新宿駅までの近さ
complaint	ベッドが小さかった
complaint	無料コーヒーコーナーが21時で終わりだったのが残念
complaint	道の声を聞こえる、うるさい
complaint	構造上仕方がないのですが隣室3室が扉を開けた状態で長くおしゃべりされると　特に夜は残念でした
bug	506SH(AQUOSXx4)使用中 最近、自分がアップロードした動画リストが全部表示されない
complaint	周囲に合わせて仕方なく利用している
comment	トリプルルームに宿泊しましたが、お部屋もベッドも十分な広さがあり、天井も高かったので圧迫感が全然なく快適でした
complaint	自分で給水しようと思ったが、水タンクが分かりにくかった
comment	ツインルームでしたが車いす対応の部屋だったので広さも十分でした
comment	水のサービスが嬉しかった携帯の充電がUSBからできることに驚きました
comment	部屋もアップグレートしてくれ、富士山が見える部屋に変更してくれました
comment	最寄駅までの距離は許容範囲内だが、近くもない
comment	元々1080p31fpsは問題なく再生できました
complaint	お風呂(大浴場)利用人数が多過ぎてゆっくり入れなかった
comment	最終的にリストに名前はあったのですが、Bookingでは氏名がローマ字での予約なのでフロントの方が見つけ難かったそうです
complaint	温泉まで遠い
complaint	4月27日から全くデータが更新されません
bug	4月27日から全くデータが更新されません
complaint	壁とカーテンの間の隙間から朝の光が差し込んで、それが邪魔で目が覚めた
complaint	初期の頃の方がまだ良かった気がする
comment	また、ホテル前にはビーチがありネットも張られていて安全に遊べます
comment	ぜひ、また行きたいです
comment	スタンプの種類などは完璧です
comment	地下鉄の烏丸御池に近くてあちこち回るのに便利です
comment	何度もリピートしたいです
complaint	部屋のカードキーに不具合があり面倒だった
comment	ルームサービスのケーキが美味しかった
undetermined	うごきやすさ
complaint	必要無いのはほんとにいらないって事
comment	部屋がとてもラグジェアリーで、清潔感があって良かった
complaint	ダブルルームにしてみたら部屋が狭すぎる金額を考えるとリッチモンドホテルなどのホテルと同じくらいは欲しい
complaint	他のアプリは来るのになぜでしょう
comment	パジャマ 加湿器 ミネラルウォーター ポットと私の欲しいものが全てあったので満足です
comment	美ら海水族館にも行きたいので美ら海水族館の近くのホテルにしました
comment	アミューズが使い易かった
comment	LINEは、したらいけない私にとってとっても重宝しています
request	洗顔料やローション位は常備して欲しい
comment	時に2階レンストランのスタッフさま,本当にありがとうございました
complaint	見た目は綺麗でしたし、応対も良かったのですが、お料理そのもののお味が不味くはないのですが残念な感じ
complaint	あとはアップデートが多すぎます
complaint	データの保存性、複数端末での同時利用、扱えるファイル種、セキュリティ、検索レベル等が類似サービスと比較して大きく劣る
comment	ロケーションも最高で、ベッドも快適、室内の備品も何だかお洒落でかつ機能的でした
bug	すぐに強制終了で困ってます
complaint	すぐに強制終了で困ってます
request	全部元に戻してください
complaint	タイムラインに広告は止めてほしい、本当に迷惑なので
comment	どこに行くにもアクセスが抜群によく、お部屋が清潔で、かゆい所に手が届く感じの完璧なサービスでとても快適でした
comment	朝食が美味しかった
complaint	androidなのだが、右上に通話中というタスクバーが出てきて邪魔
bug	見たい動画をタップしてもすぐにフリーズして動画が見れません
comment	他のユーザーはいい加減自己解決しようと思わないのか
comment	場所はモノレール駅からすぐでわかりやすくいいです
comment	そのくらいの価値がある素敵なホテルでした
comment	事前に高層階リクエストをしていたためか、ホテル棟から無償アップグレードでコンド棟のプレミアムスイート（１２階）へ
comment	景色が良かった
complaint	便利だけど無料通話って言いながら五分すぎるとお金がかかるとか意味わかんないし、軽い詐欺じゃね
complaint	シャトルバスが京都駅まで行かないこと
comment	スタッフが親切で、一流の接客でした
complaint	二度の朝食のうち一日しか利用しなかったので、その時間だけが偶々かもしれませんが、とても混んでいました
complaint	ドライヤーの風力が弱くて、なかなか髪が乾かなかったのが残念でした
complaint	中には機械的な感じのするスタッフさんもおられ、場所柄なのかな、と思いました
undetermined	次が部屋のサイズ
comment	コンセントが多くて便利だった
comment	素敵な旅になることを期待しています
complaint	ただ、私の部屋だけかもしれませんが、お湯がなかなか出てこなかったのがn残念でした
comment	ホテル周辺には25時間営業の定食屋とコンビニがあるので食事に困ることはないと思います
comment	綺麗
comment	それぐらいとても素敵なホテルです
undetermined	ドアを開けたらすぐにベッドがあること
complaint	タクシー以外の交通の便が悪いのが玉に瑕
bug	とっても面白い
comment	まだ寒いのでなかなか海に入れないですが、プールで遊びました
comment	お風呂がトイレと別れており、リラックスできた
comment	皆さん、いいですか
comment	お風呂がよかった
comment	利便性がよかった
comment	ブッフェ形式の朝食も十分に場所が広く、美味しい食事がいただけました
comment	ベッドルームと完全にセパレートされる入り口のテーブルのお部屋などの室内の絶妙な配置
comment	サービスはさすがのヒルトンブランド
comment	日本全国リッチモンドがある場所に行ったときは必ず宿泊していますが、沖縄は始めて
comment	朝食がおいしかった
complaint	浴室内に鏡がなかった
request	ニュースと通話履歴の所を削除してもらいたいです
complaint	そして、もう少し安価ならもっと素晴らしいね
comment	新橋駅の地下街とつながっていて、雨でも濡れずに徒歩で着けるので便利
complaint	入り口は殺風景でフロントまで、距離がある
comment	水遊びができる深さになるのは朝と夕方だけ
comment	カードの分割払いが不可でした
comment	よろしくお願いします
comment	建物もまだ新しく清潔で快適なのに価格が凄くリーズナブル
complaint	する気が無い
complaint	新着情報の表示も止めてほしい
complaint	もう少し安ければ
bug	アンドロイドだからか、ホームボタンとアプリのボタンがかぶって、スナップを削除するってゆうボタンとか保存のボタンとかが押せません
comment	ベットの寝ごごちがよかったエキストラベットの期待はしていなかったがこれもよかった
comment	フロントの対応が、よかったです
comment	清潔感があります
complaint	非常に困っています
complaint	結構壁についたホコリが目立って気になりました
comment	特になし
undetermined	数えてないが、最新の31件程度
comment	またアンインストール→設定し直しなんでしょうか
complaint	またアンインストール→設定し直しなんでしょうか
complaint	それって私だけ
bug	再インストールして投稿できるのは1回だけ(涙)次に投稿するには、またまたアンインストール→再インストール…
complaint	(動画が見辛くなっている)
bug	(動画が見辛くなっている)
complaint	(*`д´*)はよどうにかして欲しいです
complaint	開こうとしてミスポチするからやめて欲しい…
request	オール禁煙ルームとするならば、館内に喫煙ルームなどの設置をしてほしい
comment	お部屋のリクエストなどに親切に応えて下さったこと
comment	施設がとても綺麗です
comment	ホテルマンの対応が素晴らしかったです
comment	とくになし
comment	バス、トイレが独立していた
comment	ホテルはとてもキレイで部屋も居心地がよく、とても快適にすごせました
complaint	早急に修正お願いします
complaint	もう少し安くてもいいかなと
comment	特に佐和の海ぶどうご飯は玉子とのマッチングが絶妙で一押しです
comment	子供を連れていたのでベビーカーを借りられたのは助かりました
comment	お風呂のお湯が自動でとまる
comment	朝食付きなのが便利でした
request	ARROWSの携帯を現在使っておりますが送信ボタンの関係で画像や動画が送信できないので送信ボタンの改善をお願いしたいです
comment	キティルーム大好きです😌💓キティの朝食がかわいい💖
comment	義父は沖縄初。
comment	フロントはすごく豪華で、お部屋もベットも脱衣所もすごく良かったです
complaint	しかも事前に朝食の内容を伝えてくれればキャンセルしたのに
comment	お粥を選んだ義母もとても美味しかったと満足していた
comment	めちゃくちゃ美味しかった
comment	全ての従業員がプロとしての意識が高いとのだと思います
comment	それ以外は大丈夫かなー
comment	調べて出来ることは色々試しましたが未だなおらずです…
comment	それとも携帯が悪い
complaint	もう少し、景観が良ければ言うことなしなんだけどねぇ
complaint	急須の取っ手が固定されているので使いにくい
comment	繁華街のど真ん中です
comment	バイキング美味しかった😋
complaint	早めの対応をお願いします🙏追加、フィールドをリフレッシュ出来ませんって出ます
request	早めの対応をお願いします🙏追加、フィールドをリフレッシュ出来ませんって出ます
complaint	うちの環境が悪いのかも知れませんが重いです
comment	バスタブが、大きく入浴剤が着いていたことなどゆったりできました
comment	海外からの送料を除けば安心して購入出来るサイトです
comment	ホテルスタッフ一同の対応の良さ
comment	和洋ビュッフェだが、種類豊富
comment	露天の甕風呂もふたつあって気持ちよかった
comment	お部屋が綺麗で良かった
bug	他の方もあるようなので書きますが､以前であれば1080p60で視聴出来ていた動画が720p61でしか視聴できなくなりました アップデート前はこんなことなかったので非常に残念です
complaint	他の方もあるようなので書きますが､以前であれば1080p60で視聴出来ていた動画が720p61でしか視聴できなくなりました アップデート前はこんなことなかったので非常に残念です
complaint	どの動画でもそうって事はアプリ自体の欠陥としか思えません
complaint	トイレ、シャワールームのレイアウトが使いにくかった
comment	翌日離島ターミナルから波照間島に行くため利用しました
comment	お風呂が広いコインランドリーがあったのでとても便利でした
comment	独立した快適なお風呂、美味しい朝食、そして寺町通りと新京極のアーケードに面した絶好のロケーションにとても満足しました
bug	4月9日にAndroid7.0にアップデートしましたが、fbにだけシェアが出来なくなりました
comment	スタッフさんの対応も良かった
request	通知が更新されて、知らない通知が多くあるので、更新されず、1つずつ通知が来るようにしてください
comment	これみんなに写真遅れて大好き
complaint	動作検証してから公開してください
comment	スタッフの対応が、気分が良い
comment	空き部屋があったためグレードアップをしてくれた点
complaint	チェックインの時に予約がないと言われて待たされたのがイヤだった
complaint	ただ、空調が送風か暖房どちらかできないそうで、その日はまだ寒かったのですが、ホテル側の設定で送風になっておりとても寒かったです
comment	夏休みに訪れましたが、潮位の関係で、日中はまったく泳げませんでした
undetermined	謎謎!
comment	国際通りでも少し静かなエリアにあります
comment	自分だけや、少数でしか確認できないレベルの場合、大抵自分の使用環境によるものですよ
complaint	どの部屋でも快適にワィファイ接続が可能出来るように
complaint	アプデうざいです
comment	スタッフの感じがよく、部屋も清潔で静かで心地良く眠ることができました
comment	従業員が親切だった
bug	アップデートの日以来非公開でも無いのにある人のプロフィール写真が投影されない見れなくなった
comment	清潔感と上質なサービスで、気持ち良く過ごす事が出来ました
bug	ユーザー名登録できん
comment	楽天ぱんだはこっちが多いので、Viberがいいんですけどね
comment	バス停、港、ショッピングモールなどすべてに近いのでおすすめです
comment	XperiaXcompactです
comment	また宿泊します
complaint	レストランが高すぎ
comment	観光の交通手段を地図に記しをつけて持って来てくれて教えてくれた
comment	コンビニや映画館がホテルにあったこと
comment	Booking.comでの説明に朝食付きと思わせる記述があったのですが朝食が無いプランでした
complaint	客室の内装はもう少しモダンでもいい
complaint	プッシュ通知のサポートリクエストがもうずっとエラーで見れなくなってます
bug	プッシュ通知のサポートリクエストがもうずっとエラーで見れなくなってます
complaint	テーブルの椅子が、小さく高さも合っていない
comment	水とコーヒーのサービスもGood
bug	今日入れてログインしようとしてもできなぁーい
complaint	初めて朝食待ちましたが、お腹いっぱい食べました
comment	初めて朝食待ちましたが、お腹いっぱい食べました
comment	雨の日は無料のビニール傘の貸出があるのは便利なサービスで、嬉しかった
comment	でもメッセージについては文句がないのでメッセージは非常に便利だと思います
comment	部屋の窓からの景色も絶景
comment	6月に再度利用予定がありますので楽しみにしています
complaint	勘違いされたりと迷惑な事があります
comment	ホテルが綺麗で周辺施設の充実さもあり
complaint	やはり懐石は外の料亭でいただくべきだったなとそれだけが残念
complaint	レストランが全て高くて安いお店を探すのが大変でした
request	着せ替えの検索機能をもっと充実させてくれると嬉しいです
complaint	チェックインの際、予約者リストに名前がありませんと言われました
comment	ロビーでのコーヒーの無料提供も良かったです
bug	すぐ落ちる、だめだめ、使えない
complaint	すぐ落ちる、だめだめ、使えない
comment	しかし今回は何事も起こりませんでしたが所々に素晴らしさを体感出来ました
comment	スタッフも親切でした
complaint	早急に対応お願いします
comment	久しぶりに夫婦二人で飲むことできました
complaint	腹立たしいから私が投稿した動画を全て削除してやりました
request	喫煙可の部屋を作って欲しい
bug	絶対1080pのはずの動画もなぜか721pで再生されるんですけどこれはバグですか
complaint	絶対1080pのはずの動画もなぜか721pで再生されるんですけどこれはバグですか
complaint	更新するたびに使いずらく鬱陶しい機能が増えています
comment	赤坂の閑静な場所で、しかも繁華街にも近くてとても便利
bug	今までは最高だったんですが、 ここ数日、Wi-Fi環境で速度制限など 来てないのですが、高画質再生ができません
bug	4k60pの動画がAndroidからだと721でしか見られません
comment	比較的使いやすいと思います
comment	従業員の方々も親切で気持ちが良かったです
complaint	隣のビルが近いこともあり、天気がわからないほど太陽の光は入ってきませんでした
undetermined	赤坂なのにね
request	欲を言えば、シワ、汗取り(リセッシｭ)のような物やボディータオル、アメニティがもう少し充実していれば良かったです
comment	100点満点中の100点のホテルです
complaint	結婚式のために利用したのに、対応が悪くすごく不愉快でした
complaint	はっきり言って、立地とビジネスのことしか考えていないところが　経営者のハートが知りたく無いほど伝わる経営方針がビンビン感じられ、最終的には笑顔でチェックアウトはできなかった
complaint	使いづらくなった
request	各フロアに自動販売機が欲しい
complaint	他の人のお気に入り記事、本当に要りません
comment	スタッフの皆さまが心地の良いサービス提供を心がけているように感じました
undetermined	ロケ-ション
comment	人工温泉の大浴場がよかったです
complaint	アップロードに時間がかかりすぎる
undetermined	別にない
complaint	部屋の鍵をドア横のポケットに入れないと電気がつかない
complaint	シャワールームのマット、足が痛かった
complaint	少し冷房に問題があった
complaint	テレビで一時期見れたのに、大画面で見るのにいちいち飛ばすの大変だ
comment	ホームページにきちんとのっているので、最初から確認しておけば良かったです
complaint	お部屋までの案内をお願いしたけど、重い荷物を持ってくれなかったり
comment	国際通りまで少し歩きますがとても便利で毎回つかわせていただいてます
comment	全て美味しかったです
complaint	テーブルがもう少し大きければありがた迷惑ありがたい
complaint	毎回非表示にしても、次開く時にはまた料理やエステや…と出てくる
bug	更新してから全く投稿ができなくなってしまいました
comment	良い 追試：広告はその動画の投稿者がカネのために付けたものです
comment	便利に使わせてもらってます
complaint	最初に予約した部屋とは違い、よい部屋に変えたつもりのようですが、テレビを見るフロアが板張りでくつろげず居心地が悪かったです
complaint	朝食がいつも、少量しか表に出てないので、4グループ同時に食事すると、かならず何品目かはからになってしまい、補充をお願いして待たなければなりませんでした
bug	ログインできない
comment	新宿駅に近く、便利
complaint	セーフティBOXも室内に無い
complaint	ホテル内レストランの予約が一杯で苦労した
complaint	朝食がどのスタイルのレストランでも長蛇の列が出来ており、出発の時刻が読めなかった
comment	次は朝食も食べようと思います
complaint	中国人が騒がしかったのがちょっとね
comment	次は朝食
complaint	使いずらい(っ'-')╮ =͟͟͞͞🔪
comment	フロントもgood、部屋も清潔、浴槽も心斎橋のコンフォートよりは広かったです
comment	ちょー便利
comment	こんなものなのかな
comment	通話がとてもクリアに出来て良いと思います
comment	期待通り、種類も豊富で美味しいです
comment	朝ごはんのビュッフェも普通においしかったです
complaint	一点、雨の日や風の強い日など、屋外のテーブルが使えない日は、朝食並びます
complaint	とても動画が見づらいです
comment	宿泊3日前に価格を確認し直したら、同じ部屋設定で16%安価なプランが
request	あと強いて言うなら鹿の顔になるやつが欲しいです
request	お風呂は広いのでバスタブにいれておきましたが、使ったタオルおきバスケットなど、あったらよいですね
comment	ベットの寝ごごちがよかった
comment	朝ご飯が最高
complaint	清掃がイマイチ
comment	スタッフの対応も良かったです
comment	設備が新しいので気持ち良かったです
complaint	お部屋が狭かった
comment	インストール後、強制的にデータの公開・共有を強いられ、それらのOFF機能は無いに等しい
comment	部屋が広いきれい
request	各チャット、通話、ビデオ通話それぞれのショートカットをホームに作れると尚良し!! 現状はできないです
complaint	嫌いになりそー
undetermined	居心地
complaint	シャワーの湯量が全然足りなかった⤵︎
request	シャワーの湯量が全然足りなかった⤵︎
comment	特になし
request	ただ、欲を言えばニュースのジャンルの入れ替えができるようにしてほしい
request	スタンプや着せ替えなどで買いたいものをリストに入れたりする機能があると便利かなと思います
request	タグをつけて１日に何回も投稿連投する人を規制して欲しい動画が重くて上げられない
complaint	タグをつけて１日に何回も投稿連投する人を規制して欲しい動画が重くて上げられない
comment	朝食はメニューも豊富で美味しかったです
complaint	wifiが遅い
request	元に戻してください
comment	ローケションも最高で沖縄朝食が豊富で良かった
comment	予約したのはソファがある部屋でした
comment	斬新なデザインのお部屋でびっくりでした
complaint	２インチでつまらん
comment	ベッドが広々で堅さも丁度良く寝心地が大変良かった
complaint	ひとつは以前に比べインターネットのつながりが悪くなっており仕事が効率よくできなかったこと
complaint	朝食バイキングがワンパターンなので、連泊するとイマイチ
comment	那覇滞在時のホームグランドにします
complaint	元に戻してください
complaint	非表示にできないのはなぜ
comment	綺麗に清掃してありました
comment	時系列は特に問題ない
complaint	上の方の階だと地下まで買いに行くのが手間です
comment	旧端末のバージョン4.1も調べましたが、画質は同じ症状、31件以上の表示はできました
comment	立地はすごい
complaint	和室だったが部屋にはシャワーのみでバスタブ無し
comment	また利用したいと思います
